group,day_order,day,calendar_date,days_since_day1,tray_count,mean_tracked_emergence_percent,sd_tracked_emergence_percent,mean_observed_green_cover_percent,sd_observed_green_cover_percent,mean_adjusted_green_cover_percent,sd_adjusted_green_cover_percent,mean_newly_emerged_cells,mean_day7_imputed_cells,group_type
No Microbes,4,Day 4,2026-07-02,3,6,96.66666666666667,4.20560041253707,2.18059185289702,0.670112798376793,2.18059185289702,0.670112798376793,1.6666666666666667,0.0,Microbe Status
No Microbes,5,Day 5,2026-07-03,4,6,96.90476190476191,3.981248564967334,2.741505900716538,0.7649824242213306,2.741505900716538,0.7649824242213306,0.16666666666666666,0.0,Microbe Status
No Microbes,6,Day 6,2026-07-04,5,6,97.3809523809524,3.3094381626464866,3.120790618074024,0.9477562164828649,3.120790618074024,0.9477562164828649,0.3333333333333333,0.0,Microbe Status
No Microbes,7,Day 7,2026-07-07,8,6,97.61904761904763,2.8091202292862154,3.3383780835789483,1.882293065494805,5.167610207537034,1.7730855267156966,0.16666666666666666,17.833333333333332,Microbe Status
Heat,1,Day 1,2026-06-29,0,4,4.285714285714286,1.1664236870396085,0.004618827552015635,0.003506282404316462,0.004618827552015635,0.003506282404316462,3.0,0.0,Treatment Type
Heat,2,Day 2,2026-06-30,1,4,81.07142857142857,14.208122616986374,0.6324556690888226,0.1763555568710993,0.6324556690888226,0.1763555568710993,53.75,0.0,Treatment Type
Heat,3,Day 3,2026-07-01,2,4,96.42857142857143,3.4006802040680264,1.4483383852585698,0.1466538388193137,1.4483383852585698,0.1466538388193137,10.75,0.0,Treatment Type
Heat,4,Day 4,2026-07-02,3,4,98.21428571428572,1.7975796274454146,2.6067213873040274,0.2772392236230858,2.6067213873040274,0.2772392236230858,1.25,0.0,Treatment Type
Heat,5,Day 5,2026-07-03,4,4,98.21428571428572,1.7975796274454146,3.2105250895723936,0.2435999028010244,3.2105250895723936,0.2435999028010244,0.0,0.0,Treatment Type
Heat,6,Day 6,2026-07-04,5,4,98.92857142857143,1.3677530110804832,3.5923902402060985,1.1312758102856195,3.5923902402060985,1.1312758102856195,0.5,0.0,Treatment Type
Heat,7,Day 7,2026-07-07,8,4,98.92857142857143,1.3677530110804832,4.905214113379103,2.0357667834842066,5.587197141770325,1.4613481376095054,0.0,11.0,Treatment Type
Ideal,1,Day 1,2026-06-29,0,4,3.928571428571429,5.39273888233625,0.005067994167137947,0.007665332322228513,0.005067994167137947,0.007665332322228513,2.75,0.0,Treatment Type
Ideal,2,Day 2,2026-06-30,1,4,58.21428571428572,26.377041140350222,0.3337152161367927,0.3294336986490866,0.3337152161367927,0.3294336986490866,38.0,0.0,Treatment Type
Ideal,3,Day 3,2026-07-01,2,4,92.14285714285714,6.2269984907723925,1.3157200920867846,0.48177066130921015,1.3157200920867846,0.48177066130921015,23.75,0.0,Treatment Type
Ideal,4,Day 4,2026-07-02,3,4,95.0,4.1239304942116135,2.348382547735607,0.6194714044244211,2.348382547735607,0.6194714044244211,2.0,0.0,Treatment Type
Ideal,5,Day 5,2026-07-03,4,4,95.35714285714286,4.10325903324145,3.053529153985207,0.678566104419974,3.053529153985207,0.678566104419974,0.25,0.0,Treatment Type
Ideal,6,Day 6,2026-07-04,5,4,96.07142857142857,3.571428571428572,3.4549420603318928,1.0620531749349063,3.4549420603318928,1.0620531749349063,0.5,0.0,Treatment Type
Ideal,7,Day 7,2026-07-07,8,4,96.42857142857143,2.973808570665901,2.936957390108044,2.875004840368683,5.673032415191001,2.0127049232481165,0.25,24.5,Treatment Type
Moisture,1,Day 1,2026-06-29,0,4,2.5,0.7142857142857144,0.0012004613771037557,0.00040335733819605923,0.0012004613771037557,0.00040335733819605923,1.75,0.0,Treatment Type
Moisture,2,Day 2,2026-06-30,1,4,40.714285714285715,26.095064302514782,0.13898516076580072,0.16292923807920803,0.13898516076580072,0.16292923807920803,26.75,0.0,Treatment Type
Moisture,3,Day 3,2026-07-01,2,4,87.14285714285714,13.451854182690989,0.9216667562041696,0.5116427635984258,0.9216667562041696,0.5116427635984258,32.5,0.0,Treatment Type
Moisture,4,Day 4,2026-07-02,3,4,94.28571428571429,6.494372236659936,1.7366442560321549,1.0134889817205268,1.7366442560321549,1.0134889817205268,5.0,0.0,Treatment Type
Moisture,5,Day 5,2026-07-03,4,4,96.78571428571428,2.945075446869764,2.272318917554294,1.186898768195217,2.272318917554294,1.186898768195217,1.75,0.0,Treatment Type
Moisture,6,Day 6,2026-07-04,5,4,97.5,2.1428571428571397,3.0544075890296845,1.4217516204876484,3.0544075890296845,1.4217516204876484,0.5,0.0,Treatment Type
Moisture,7,Day 7,2026-07-07,8,4,97.5,2.1428571428571397,3.3801248711251795,2.0214032331102567,4.941999953547173,1.8387570929828738,0.0,14.0,Treatment Type
Microbes | Heat,1,Day 1,2026-06-29,0,2,4.285714285714286,0.0,0.0037024128454122536,0.000686449469349083,0.0037024128454122536,0.000686449469349083,3.0,0.0,Microbe x Treatment
Microbes | Heat,2,Day 2,2026-06-30,1,2,70.71428571428572,13.131983079178744,0.5036265471267158,0.1630244573037258,0.5036265471267158,0.1630244573037258,46.5,0.0,Microbe x Treatment
Microbes | Heat,3,Day 3,2026-07-01,2,2,93.57142857142857,1.0101525445522022,1.3519191850519703,0.15992208365209182,1.3519191850519703,0.15992208365209182,16.0,0.0,Microbe x Treatment
Microbes | Heat,4,Day 4,2026-07-02,3,2,97.14285714285715,2.0203050891044243,2.58259262919504,0.3465146600013303,2.58259262919504,0.3465146600013303,2.5,0.0,Microbe x Treatment
Microbes | Heat,5,Day 5,2026-07-03,4,2,97.14285714285715,2.0203050891044243,3.242499148987025,0.22264033117616475,3.242499148987025,0.22264033117616475,0.0,0.0,Microbe x Treatment
Microbes | Heat,6,Day 6,2026-07-04,5,2,98.57142857142857,2.0203050891044243,4.503285444226385,0.6401199903289518,4.503285444226385,0.6401199903289518,1.0,0.0,Microbe x Treatment
Microbes | Heat,7,Day 7,2026-07-07,8,2,98.57142857142857,2.0203050891044243,6.604079182685264,0.7863081493238738,6.791610237554449,0.5210991881617396,0.0,4.0,Microbe x Treatment
Microbes | Ideal,1,Day 1,2026-06-29,0,2,7.857142857142858,5.050762722761053,0.009925166274435841,0.00904946445669749,0.009925166274435841,0.00904946445669749,5.5,0.0,Microbe x Treatment
Microbes | Ideal,2,Day 2,2026-06-30,1,2,57.85714285714286,37.3756441484318,0.4325553193375588,0.5181513260506034,0.4325553193375588,0.5181513260506034,35.0,0.0,Microbe x Treatment
Microbes | Ideal,3,Day 3,2026-07-01,2,2,90.71428571428571,5.050762722761051,1.3541799249166613,0.7796419844495724,1.3541799249166613,0.7796419844495724,23.0,0.0,Microbe x Treatment
Microbes | Ideal,4,Day 4,2026-07-02,3,2,95.0,1.0101525445522221,2.2644529599118437,0.8324972065256327,2.2644529599118437,0.8324972065256327,3.0,0.0,Microbe x Treatment
Microbes | Ideal,5,Day 5,2026-07-03,4,2,95.71428571428572,0.0,3.010909585488538,0.8005456619453998,3.010909585488538,0.8005456619453998,0.5,0.0,Microbe x Treatment
Microbes | Ideal,6,Day 6,2026-07-04,5,2,96.42857142857143,1.0101525445522022,2.9411662822471456,0.5519632550000304,2.9411662822471456,0.5519632550000304,0.5,0.0,Microbe x Treatment
Microbes | Ideal,7,Day 7,2026-07-07,8,2,96.42857142857143,1.0101525445522022,3.8109276604095212,3.74560250390752,5.254534551680522,1.7102953184159349,0.0,19.0,Microbe x Treatment
Microbes | Moisture,1,Day 1,2026-06-29,0,2,2.857142857142857,0.0,0.0013776541351310607,0.00040096967472177437,0.0013776541351310607,0.00040096967472177437,2.0,0.0,Microbe x Treatment
Microbes | Moisture,2,Day 2,2026-06-30,1,2,43.57142857142858,43.436559415745066,0.19379619279201402,0.2554790787992795,0.19379619279201402,0.2554790787992795,28.5,0.0,Microbe x Treatment
Microbes | Moisture,3,Day 3,2026-07-01,2,2,84.28571428571428,22.223355980148632,0.9993919008152201,0.8540936802714402,0.9993919008152201,0.8540936802714402,28.5,0.0,Microbe x Treatment
Microbes | Moisture,4,Day 4,2026-07-02,3,2,92.85714285714286,10.101525445522118,1.994675234345636,1.6204421676279537,1.994675234345636,1.6204421676279537,6.0,0.0,Microbe x Treatment
Microbes | Moisture,5,Day 5,2026-07-03,4,2,97.14285714285714,4.040610178208849,2.5948198855986124,1.904953819869528,2.5948198855986124,1.904953819869528,3.0,0.0,Microbe x Treatment
Microbes | Moisture,6,Day 6,2026-07-04,5,2,97.85714285714286,3.0304576336566265,3.3966561984397465,2.3229927931856817,3.3966561984397465,2.3229927931856817,0.5,0.0,Microbe x Treatment
Microbes | Moisture,7,Day 7,2026-07-07,8,2,97.85714285714286,3.0304576336566265,2.0144516553930254,1.5214816344156252,4.8554836091709275,2.496344285752416,0.0,22.5,Microbe x Treatment
No Microbes | Heat,1,Day 1,2026-06-29,0,2,4.285714285714286,2.020305089104421,0.005535242258619018,0.005749049692303258,0.005535242258619018,0.005749049692303258,3.0,0.0,Microbe x Treatment
No Microbes | Heat,2,Day 2,2026-06-30,1,2,91.42857142857143,2.0203050891044243,0.7612847910509293,0.018414748889485855,0.7612847910509293,0.018414748889485855,61.0,0.0,Microbe x Treatment
No Microbes | Heat,3,Day 3,2026-07-01,2,2,99.28571428571429,1.0101525445522022,1.5447575854651694,0.0419562129818202,1.5447575854651694,0.0419562129818202,5.5,0.0,Microbe x Treatment
No Microbes | Heat,4,Day 4,2026-07-02,3,2,99.28571428571429,1.0101525445522022,2.6308501454130147,0.3289126994781875,2.6308501454130147,0.3289126994781875,0.0,0.0,Microbe x Treatment
No Microbes | Heat,5,Day 5,2026-07-03,4,2,99.28571428571429,1.0101525445522022,3.1785510301577617,0.35265373805756245,3.1785510301577617,0.35265373805756245,0.0,0.0,Microbe x Treatment
No Microbes | Heat,6,Day 6,2026-07-04,5,2,99.28571428571429,1.0101525445522022,2.681495036185811,0.33268751699571675,2.681495036185811,0.33268751699571675,0.0,0.0,Microbe x Treatment
No Microbes | Heat,7,Day 7,2026-07-07,8,2,99.28571428571429,1.0101525445522022,3.2063490440729434,0.519796681102588,4.3827840459862015,0.5767383746520583,0.0,18.0,Microbe x Treatment
No Microbes | Ideal,1,Day 1,2026-06-29,0,2,0.0,0.0,0.00021082205984005145,0.0001032877433272059,0.00021082205984005145,0.0001032877433272059,0.0,0.0,Microbe x Treatment
No Microbes | Ideal,2,Day 2,2026-06-30,1,2,58.57142857142858,26.263966158357487,0.23487511293602664,0.13424390014410564,0.23487511293602664,0.13424390014410564,41.0,0.0,Microbe x Treatment
No Microbes | Ideal,3,Day 3,2026-07-01,2,2,93.57142857142857,9.0913729009699,1.277260259256908,0.2873162915904101,1.277260259256908,0.2873162915904101,24.5,0.0,Microbe x Treatment
No Microbes | Ideal,4,Day 4,2026-07-02,3,2,95.0,7.0710678118654755,2.432312135559371,0.6557485501140238,2.432312135559371,0.6557485501140238,1.0,0.0,Microbe x Treatment
No Microbes | Ideal,5,Day 5,2026-07-03,4,2,95.0,7.0710678118654755,3.0961487224818764,0.8562807990771074,3.0961487224818764,0.8562807990771074,0.0,0.0,Microbe x Treatment
No Microbes | Ideal,6,Day 6,2026-07-04,5,2,95.71428571428572,6.060915267313268,3.9687178384166395,1.4224433920938178,3.9687178384166395,1.4224433920938178,0.5,0.0,Microbe x Treatment
No Microbes | Ideal,7,Day 7,2026-07-07,8,2,96.42857142857143,5.050762722761051,2.0629871198065675,2.777071163234468,6.0915302787014785,2.920149208680066,0.5,30.0,Microbe x Treatment
No Microbes | Moisture,1,Day 1,2026-06-29,0,2,2.142857142857143,1.0101525445522108,0.0010232686190764506,0.0004491387901240022,0.0010232686190764506,0.0004491387901240022,1.5,0.0,Microbe x Treatment
No Microbes | Moisture,2,Day 2,2026-06-30,1,2,37.85714285714286,11.111677990074316,0.08417412873958745,0.04848972295209543,0.08417412873958745,0.04848972295209543,25.0,0.0,Microbe x Treatment
No Microbes | Moisture,3,Day 3,2026-07-01,2,2,90.0,4.040610178208849,0.8439416115931191,0.1780284963960987,0.8439416115931191,0.1780284963960987,36.5,0.0,Microbe x Treatment
No Microbes | Moisture,4,Day 4,2026-07-02,3,2,95.71428571428572,4.040610178208849,1.478613277718674,0.4351172100736786,1.478613277718674,0.4351172100736786,4.0,0.0,Microbe x Treatment
No Microbes | Moisture,5,Day 5,2026-07-03,4,2,96.42857142857143,3.0304576336566464,1.9498179495099761,0.4258045378297125,1.9498179495099761,0.4258045378297125,0.5,0.0,Microbe x Treatment
No Microbes | Moisture,6,Day 6,2026-07-04,5,2,97.14285714285715,2.0203050891044243,2.7121589796196224,0.44643146317509963,2.7121589796196224,0.44643146317509963,0.5,0.0,Microbe x Treatment
No Microbes | Moisture,7,Day 7,2026-07-07,8,2,97.14285714285715,2.0203050891044243,4.7457980868573335,1.5757707320384344,5.028516297923418,1.97012888832148,0.0,5.5,Microbe x Treatment
Heat | Dynamic Heat,1,Day 1,2026-06-29,0,4,4.285714285714286,1.1664236870396085,0.004618827552015635,0.003506282404316462,0.004618827552015635,0.003506282404316462,3.0,0.0,Treatment x Environment
Heat | Dynamic Heat,2,Day 2,2026-06-30,1,4,81.07142857142857,14.208122616986374,0.6324556690888226,0.1763555568710993,0.6324556690888226,0.1763555568710993,53.75,0.0,Treatment x Environment
Heat | Dynamic Heat,3,Day 3,2026-07-01,2,4,96.42857142857143,3.4006802040680264,1.4483383852585698,0.1466538388193137,1.4483383852585698,0.1466538388193137,10.75,0.0,Treatment x Environment
Heat | Dynamic Heat,4,Day 4,2026-07-02,3,4,98.21428571428572,1.7975796274454146,2.6067213873040274,0.2772392236230858,2.6067213873040274,0.2772392236230858,1.25,0.0,Treatment x Environment
Heat | Dynamic Heat,5,Day 5,2026-07-03,4,4,98.21428571428572,1.7975796274454146,3.2105250895723936,0.2435999028010244,3.2105250895723936,0.2435999028010244,0.0,0.0,Treatment x Environment
Heat | Dynamic Heat,6,Day 6,2026-07-04,5,4,98.92857142857143,1.3677530110804832,3.5923902402060985,1.1312758102856195,3.5923902402060985,1.1312758102856195,0.5,0.0,Treatment x Environment
Heat | Dynamic Heat,7,Day 7,2026-07-07,8,4,98.92857142857143,1.3677530110804832,4.905214113379103,2.0357667834842066,5.587197141770325,1.4613481376095054,0.0,11.0,Treatment x Environment
Ideal | Inside,1,Day 1,2026-06-29,0,2,5.714285714285714,8.081220356417687,0.008303980740716723,0.011342167025606132,0.008303980740716723,0.011342167025606132,4.0,0.0,Treatment x Environment
Ideal | Inside,2,Day 2,2026-06-30,1,2,80.71428571428572,5.050762722761051,0.5643717603647979,0.33173472740612864,0.5643717603647979,0.33173472740612864,52.5,0.0,Treatment x Environment
Ideal | Inside,3,Day 3,2026-07-01,2,2,97.14285714285714,4.040610178208849,1.6929468082022745,0.3005532636241948,1.6929468082022745,0.3005532636241948,11.5,0.0,Treatment x Environment
Ideal | Inside,4,Day 4,2026-07-02,3,2,97.85714285714286,3.0304576336566265,2.87455688103161,0.03032003317894554,2.87455688103161,0.03032003317894554,0.5,0.0,Treatment x Environment
Ideal | Inside,5,Day 5,2026-07-03,4,2,97.85714285714286,3.0304576336566265,3.639305766904369,0.0881407403563326,3.639305766904369,0.0881407403563326,0.0,0.0,Treatment x Environment
Ideal | Inside,6,Day 6,2026-07-04,5,2,97.85714285714286,3.0304576336566265,3.762703264245499,1.7137919969331628,3.762703264245499,1.7137919969331628,0.0,0.0,Treatment x Environment
Ideal | Inside,7,Day 7,2026-07-07,8,2,97.85714285714286,3.0304576336566265,0.6308439993565318,0.7517149390347022,6.100780360216347,2.9070676179486834,0.0,48.0,Treatment x Environment
Ideal | Outside,1,Day 1,2026-06-29,0,2,2.142857142857143,3.0304576336566322,0.0018320075935591693,0.002395990312235847,0.0018320075935591693,0.002395990312235847,1.5,0.0,Treatment x Environment
Ideal | Outside,2,Day 2,2026-06-30,1,2,35.714285714285715,6.060915267313266,0.10305867190878756,0.05217269850036914,0.10305867190878756,0.05217269850036914,23.5,0.0,Treatment x Environment
Ideal | Outside,3,Day 3,2026-07-01,2,2,87.14285714285714,0.0,0.9384933759712948,0.19177242923496748,0.9384933759712948,0.19177242923496748,36.0,0.0,Treatment x Environment
Ideal | Outside,4,Day 4,2026-07-02,3,2,92.14285714285714,3.0304576336566265,1.8222082144396046,0.20706868959055438,1.8222082144396046,0.20706868959055438,3.5,0.0,Treatment x Environment
Ideal | Outside,5,Day 5,2026-07-03,4,2,92.85714285714286,4.040610178208849,2.4677525410660452,0.032405603224624935,2.4677525410660452,0.032405603224624935,0.5,0.0,Treatment x Environment
Ideal | Outside,6,Day 6,2026-07-04,5,2,94.28571428571428,4.040610178208844,3.147180856418286,0.2606146501606858,3.147180856418286,0.2606146501606858,1.0,0.0,Treatment x Environment
Ideal | Outside,7,Day 7,2026-07-07,8,2,95.0,3.0304576336566265,5.243070780859557,1.7202462797077545,5.245284470165654,1.723376909147318,0.5,1.0,Treatment x Environment
Moisture | Inside,1,Day 1,2026-06-29,0,2,2.857142857142857,0.0,0.001501020107222023,0.00022650384385539504,0.001501020107222023,0.00022650384385539504,2.0,0.0,Treatment x Environment
Moisture | Inside,2,Day 2,2026-06-30,1,2,60.0,20.203050891044214,0.24645436125957398,0.18100918278272896,0.24645436125957398,0.18100918278272896,40.0,0.0,Treatment x Environment
Moisture | Inside,3,Day 3,2026-07-01,2,2,96.42857142857143,5.050762722761051,1.2865770512714878,0.44795254558402836,1.2865770512714878,0.44795254558402836,25.5,0.0,Treatment x Environment
Moisture | Inside,4,Day 4,2026-07-02,3,2,99.28571428571429,1.0101525445522022,2.463394243584367,0.9575733878204604,2.463394243584367,0.9575733878204604,2.0,0.0,Treatment x Environment
Moisture | Inside,5,Day 5,2026-07-03,4,2,99.28571428571429,1.0101525445522022,3.0963664375724713,1.1956598839066348,3.0963664375724713,1.1956598839066348,0.0,0.0,Treatment x Environment
Moisture | Inside,6,Day 6,2026-07-04,5,2,99.28571428571429,1.0101525445522022,4.033546924857294,1.4222932901363328,4.033546924857294,1.4222932901363328,0.0,0.0,Treatment x Environment
Moisture | Inside,7,Day 7,2026-07-07,8,2,99.28571428571429,1.0101525445522022,3.3993189656619727,3.47997976668512,6.5211366882349004,0.14075511113164083,0.0,27.0,Treatment x Environment
Moisture | Outside,1,Day 1,2026-06-29,0,2,2.142857142857143,1.0101525445522108,0.0008999026469854886,0.0002746729592576227,0.0008999026469854886,0.0002746729592576227,1.5,0.0,Treatment x Environment
Moisture | Outside,2,Day 2,2026-06-30,1,2,21.428571428571427,12.121830534626529,0.031515960272027466,0.025980173064455155,0.031515960272027466,0.025980173064455155,13.5,0.0,Treatment x Environment
Moisture | Outside,3,Day 3,2026-07-01,2,2,77.85714285714286,13.131983079178744,0.5567564611368514,0.22811263829131306,0.5567564611368514,0.22811263829131306,39.5,0.0,Treatment x Environment
Moisture | Outside,4,Day 4,2026-07-02,3,2,89.28571428571428,5.050762722761056,1.009894268479943,0.22775156973381472,1.009894268479943,0.22775156973381472,8.0,0.0,Treatment x Environment
Moisture | Outside,5,Day 5,2026-07-03,4,2,94.28571428571428,0.0,1.4482713975361174,0.28348939813318086,1.4482713975361174,0.28348939813318086,3.5,0.0,Treatment x Environment
Moisture | Outside,6,Day 6,2026-07-04,5,2,95.71428571428572,0.0,2.0752682532020743,0.4542680398742491,2.0752682532020743,0.4542680398742491,1.0,0.0,Treatment x Environment
Moisture | Outside,7,Day 7,2026-07-07,8,2,95.71428571428572,0.0,3.3609307765883862,0.38272740023106044,3.3628632188594456,0.38546028629929563,0.0,1.0,Treatment x Environment
Microbes | Dynamic Heat,1,Day 1,2026-06-29,0,2,4.285714285714286,0.0,0.0037024128454122536,0.000686449469349083,0.0037024128454122536,0.000686449469349083,3.0,0.0,Microbe x Environment
Microbes | Dynamic Heat,2,Day 2,2026-06-30,1,2,70.71428571428572,13.131983079178744,0.5036265471267158,0.1630244573037258,0.5036265471267158,0.1630244573037258,46.5,0.0,Microbe x Environment
Microbes | Dynamic Heat,3,Day 3,2026-07-01,2,2,93.57142857142857,1.0101525445522022,1.3519191850519703,0.15992208365209182,1.3519191850519703,0.15992208365209182,16.0,0.0,Microbe x Environment
Microbes | Dynamic Heat,4,Day 4,2026-07-02,3,2,97.14285714285715,2.0203050891044243,2.58259262919504,0.3465146600013303,2.58259262919504,0.3465146600013303,2.5,0.0,Microbe x Environment
Microbes | Dynamic Heat,5,Day 5,2026-07-03,4,2,97.14285714285715,2.0203050891044243,3.242499148987025,0.22264033117616475,3.242499148987025,0.22264033117616475,0.0,0.0,Microbe x Environment
Microbes | Dynamic Heat,6,Day 6,2026-07-04,5,2,98.57142857142857,2.0203050891044243,4.503285444226385,0.6401199903289518,4.503285444226385,0.6401199903289518,1.0,0.0,Microbe x Environment
Microbes | Dynamic Heat,7,Day 7,2026-07-07,8,2,98.57142857142857,2.0203050891044243,6.604079182685264,0.7863081493238738,6.791610237554449,0.5210991881617396,0.0,4.0,Microbe x Environment
Microbes | Inside,1,Day 1,2026-06-29,0,2,7.142857142857143,6.0609152673132645,0.008992643234525132,0.010368251186964602,0.008992643234525132,0.010368251186964602,5.0,0.0,Microbe x Environment
Microbes | Inside,2,Day 2,2026-06-30,1,2,79.28571428571429,7.0710678118654755,0.5866954087655096,0.3001643210761937,0.5866954087655096,0.3001643210761937,50.5,0.0,Microbe x Environment
Microbes | Inside,3,Day 3,2026-07-01,2,2,97.14285714285714,4.040610178208849,1.7543986964612106,0.2136471698149715,1.7543986964612106,0.2136471698149715,12.5,0.0,Microbe x Environment
Microbes | Inside,4,Day 4,2026-07-02,3,2,97.85714285714286,3.0304576336566265,2.996809129780483,0.20321082139021124,2.996809129780483,0.20321082139021124,0.5,0.0,Microbe x Environment
Microbes | Inside,5,Day 5,2026-07-03,4,2,97.85714285714286,3.0304576336566265,3.7594032505875883,0.2579842305880226,3.7594032505875883,0.2579842305880226,0.0,0.0,Microbe x Environment
Microbes | Inside,6,Day 6,2026-07-04,5,2,97.85714285714286,3.0304576336566265,3.795064738409823,1.7595580325947364,3.795064738409823,1.7595580325947364,0.0,0.0,Microbe x Environment
Microbes | Inside,7,Day 7,2026-07-07,8,2,97.85714285714286,3.0304576336566265,1.0504942022570734,0.15823993064013525,5.332919357999879,1.8211481745967577,0.0,40.5,Microbe x Environment
Microbes | Outside,1,Day 1,2026-06-29,0,2,3.571428571428571,1.0101525445522104,0.00231017717504177,0.0017197564049888866,0.00231017717504177,0.0017197564049888866,2.5,0.0,Microbe x Environment
Microbes | Outside,2,Day 2,2026-06-30,1,2,22.142857142857142,13.13198307917874,0.039656103364063236,0.0374920738248698,0.039656103364063236,0.0374920738248698,13.0,0.0,Microbe x Environment
Microbes | Outside,3,Day 3,2026-07-01,2,2,77.85714285714286,13.131983079178744,0.5991731292706709,0.2880988656368393,0.5991731292706709,0.2880988656368393,39.0,0.0,Microbe x Environment
Microbes | Outside,4,Day 4,2026-07-02,3,2,90.0,6.060915267313268,1.2623190644769966,0.5847341397121096,1.2623190644769966,0.5847341397121096,8.5,0.0,Microbe x Environment
Microbes | Outside,5,Day 5,2026-07-03,4,2,95.0,1.0101525445522221,1.8463262204995623,0.8464239273361058,1.8463262204995623,0.8464239273361058,3.5,0.0,Microbe x Environment
Microbes | Outside,6,Day 6,2026-07-04,5,2,96.42857142857143,1.0101525445522022,2.5427577422770695,1.115398015590976,2.5427577422770695,1.115398015590976,1.0,0.0,Microbe x Environment
Microbes | Outside,7,Day 7,2026-07-07,8,2,96.42857142857143,1.0101525445522022,4.774885113545473,2.3823608001320298,4.777098802851571,2.385491429571593,0.0,1.0,Microbe x Environment
No Microbes | Dynamic Heat,1,Day 1,2026-06-29,0,2,4.285714285714286,2.020305089104421,0.005535242258619018,0.005749049692303258,0.005535242258619018,0.005749049692303258,3.0,0.0,Microbe x Environment
No Microbes | Dynamic Heat,2,Day 2,2026-06-30,1,2,91.42857142857143,2.0203050891044243,0.7612847910509293,0.018414748889485855,0.7612847910509293,0.018414748889485855,61.0,0.0,Microbe x Environment
No Microbes | Dynamic Heat,3,Day 3,2026-07-01,2,2,99.28571428571429,1.0101525445522022,1.5447575854651694,0.0419562129818202,1.5447575854651694,0.0419562129818202,5.5,0.0,Microbe x Environment
No Microbes | Dynamic Heat,4,Day 4,2026-07-02,3,2,99.28571428571429,1.0101525445522022,2.6308501454130147,0.3289126994781875,2.6308501454130147,0.3289126994781875,0.0,0.0,Microbe x Environment
No Microbes | Dynamic Heat,5,Day 5,2026-07-03,4,2,99.28571428571429,1.0101525445522022,3.1785510301577617,0.35265373805756245,3.1785510301577617,0.35265373805756245,0.0,0.0,Microbe x Environment
No Microbes | Dynamic Heat,6,Day 6,2026-07-04,5,2,99.28571428571429,1.0101525445522022,2.681495036185811,0.33268751699571675,2.681495036185811,0.33268751699571675,0.0,0.0,Microbe x Environment
No Microbes | Dynamic Heat,7,Day 7,2026-07-07,8,2,99.28571428571429,1.0101525445522022,3.2063490440729434,0.519796681102588,4.3827840459862015,0.5767383746520583,0.0,18.0,Microbe x Environment
No Microbes | Inside,1,Day 1,2026-06-29,0,2,1.4285714285714286,2.0203050891044216,0.0008123576134136143,0.0007474119947861341,0.0008123576134136143,0.0007474119947861341,1.0,0.0,Microbe x Environment
No Microbes | Inside,2,Day 2,2026-06-30,1,2,61.42857142857143,22.22335598014864,0.2241307128588623,0.149438776452794,0.2241307128588623,0.149438776452794,42.0,0.0,Microbe x Environment
No Microbes | Inside,3,Day 3,2026-07-01,2,2,96.42857142857143,5.050762722761051,1.225125163012552,0.3610464517748052,1.225125163012552,0.3610464517748052,24.5,0.0,Microbe x Environment
