day_order,day,tray,tray_no,capture_id,cell_id,row,column,x,y,square_x0,square_y0,square_x1,square_y1,square_side,grid_error,coordinate_source,needs_review
1,Day 1,Tray 1,1,DJI_20260618124632_0008,28,3,8,2856.188,892.295,2709.455,745.563,3002.92,1039.027,293.465,0.0487,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,29,3,9,3246.435,881.748,3099.703,735.015,3393.167,1028.48,293.465,0.0054,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,30,3,10,3626.135,881.748,3479.403,735.015,3772.867,1028.48,293.465,0.0098,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,31,4,1,204.616,1191.836,57.884,1045.104,351.349,1338.569,293.465,0.0264,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,32,4,2,575.878,1200.274,429.146,1053.541,722.611,1347.006,293.465,0.015,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,33,4,3,959.797,1204.493,813.065,1057.76,1106.53,1351.225,293.465,0.011,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,34,4,4,1339.497,1200.274,1192.765,1053.541,1486.23,1347.006,293.465,0.0112,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,35,4,5,1725.526,1206.602,1578.793,1059.87,1872.258,1353.335,293.465,0.0115,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,36,4,6,2107.335,1208.712,1960.603,1061.979,2254.067,1355.444,293.465,0.0158,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,37,4,7,2482.816,1208.712,2336.084,1061.979,2629.549,1355.444,293.465,0.0105,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,38,4,8,2870.954,1210.821,2724.221,1064.089,3017.686,1357.554,293.465,0.02,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,39,4,9,3250.654,1210.821,3103.921,1064.089,3397.386,1357.554,293.465,0.0153,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,40,4,10,3630.354,1208.712,3483.621,1061.979,3777.086,1355.444,293.465,0.0098,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,41,5,1,198.288,1523.019,51.555,1376.286,345.02,1669.751,293.465,0.0066,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,42,5,2,580.097,1520.909,433.365,1374.177,726.83,1667.642,293.465,0.0169,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,43,5,3,959.797,1523.019,813.065,1376.286,1106.53,1669.751,293.465,0.0136,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,44,5,4,1339.497,1529.347,1192.765,1382.615,1486.23,1676.08,293.465,0.0043,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,45,5,5,1723.416,1529.347,1576.684,1382.615,1870.149,1676.08,293.465,0.0061,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,46,5,6,2107.335,1537.785,1960.603,1391.053,2254.067,1684.517,293.465,0.0263,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,47,5,7,2487.035,1497.706,2340.303,1350.973,2633.767,1644.438,293.465,0.1059,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,48,5,8,2870.954,1535.676,2724.221,1388.943,3017.686,1682.408,293.465,0.0231,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,49,5,9,3242.216,1529.347,3095.484,1382.615,3388.949,1676.08,293.465,0.0169,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,50,5,10,3621.916,1516.691,3475.184,1369.958,3768.649,1663.423,293.465,0.0584,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,51,6,1,200.397,1839.436,53.665,1692.703,347.13,1986.168,293.465,0.0381,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,52,6,2,571.659,1849.983,424.927,1703.25,718.392,1996.715,293.465,0.0188,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,53,6,3,955.578,1856.311,808.846,1709.579,1102.311,2003.044,293.465,0.0116,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,54,6,4,1335.278,1864.749,1188.546,1718.016,1482.011,2011.481,293.465,0.0329,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,55,6,5,1723.416,1862.639,1576.684,1715.907,1870.149,2009.372,293.465,0.0239,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,56,6,6,2109.444,1862.639,1962.712,1715.907,2256.177,2009.372,293.465,0.0325,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,57,6,7,2489.144,1866.858,2342.412,1720.126,2635.877,2013.591,293.465,0.0361,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,58,6,8,2866.735,1864.749,2720.003,1718.016,3013.467,2011.481,293.465,0.0221,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,59,6,9,3248.544,1864.749,3101.812,1718.016,3395.277,2011.481,293.465,0.0218,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,60,6,10,3617.697,1854.202,3470.965,1707.469,3764.43,2000.934,293.465,0.029,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,61,7,1,200.397,2162.181,53.665,2015.448,347.13,2308.913,293.465,0.0495,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,62,7,2,573.769,2179.056,427.036,2032.324,720.501,2325.789,293.465,0.0059,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,63,7,3,930.265,2200.151,783.533,2053.418,1076.997,2346.883,293.465,0.102,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,64,7,4,1333.169,2191.713,1186.436,2044.98,1479.901,2338.445,293.465,0.0359,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,65,7,5,1723.416,2191.713,1576.684,2044.98,1870.149,2338.445,293.465,0.0345,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,66,7,6,2105.226,2193.822,1958.493,2047.09,2251.958,2340.555,293.465,0.0386,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,67,7,7,2482.816,2185.384,2336.084,2038.652,2629.549,2332.117,293.465,0.0106,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,68,7,8,2858.297,2174.837,2711.565,2028.105,3005.03,2321.57,293.465,0.0326,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,69,7,9,3242.216,2185.384,3095.484,2038.652,3388.949,2332.117,293.465,0.0044,direct_cup_evidence,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,70,7,10,3609.259,2172.728,3462.527,2025.995,3755.992,2319.46,293.465,0.06,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,1,1,1,188.136,219.844,41.62,73.328,334.652,366.361,293.033,0.0126,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,2,1,2,564.408,219.844,417.892,73.328,710.925,366.361,293.033,0.0236,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,3,1,3,949.136,213.503,802.62,66.986,1095.652,360.019,293.033,0.0186,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,4,1,4,1323.294,219.844,1176.778,73.328,1469.811,366.361,293.033,0.0285,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,5,1,5,1710.136,217.731,1563.62,71.214,1856.652,364.247,293.033,0.0105,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,6,1,6,2094.864,219.844,1948.348,73.328,2241.38,366.361,293.033,0.0052,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,7,1,7,2477.478,219.844,2330.961,73.328,2623.994,366.361,293.033,0.0124,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,8,1,8,2847.408,226.186,2700.892,79.67,2993.925,372.702,293.033,0.0248,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,9,1,9,3232.136,230.414,3085.62,83.898,3378.652,376.93,293.033,0.027,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,10,1,10,3604.181,232.528,3457.664,86.011,3750.697,379.044,293.033,0.0445,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,11,2,1,186.022,539.042,39.506,392.525,332.539,685.558,293.033,0.0208,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,12,2,2,560.181,543.269,413.664,396.753,706.697,689.786,293.033,0.0354,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,13,2,3,980.844,549.611,834.328,403.095,1127.361,696.127,293.033,0.0901,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,14,2,4,1350.775,526.358,1204.259,379.842,1497.291,672.875,293.033,0.0801,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,15,2,5,1710.136,541.156,1563.62,394.639,1856.652,687.672,293.033,0.015,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,16,2,6,2090.636,547.497,1944.12,400.981,2237.152,694.014,293.033,0.0088,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,17,2,7,2466.908,549.611,2320.392,403.095,2613.425,696.127,293.033,0.022,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,18,2,8,2868.547,555.953,2722.031,409.436,3015.064,702.469,293.033,0.0535,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,19,2,9,3230.022,547.497,3083.506,400.981,3376.539,694.014,293.033,0.0122,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,20,2,10,3610.522,551.725,3464.006,405.209,3757.039,698.241,293.033,0.0163,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,21,3,1,179.681,866.694,33.164,720.178,326.197,1013.211,293.033,0.0358,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,22,3,2,600.344,854.011,453.828,707.495,746.861,1000.527,293.033,0.1004,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,23,3,3,936.453,870.922,789.936,724.406,1082.969,1017.439,293.033,0.0472,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,24,3,4,1329.636,868.808,1183.12,722.292,1476.152,1015.325,293.033,0.009,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,25,3,5,1710.136,870.922,1563.62,724.406,1856.652,1017.439,293.033,0.0071,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,26,3,6,2094.864,870.922,1948.348,724.406,2241.38,1017.439,293.033,0.0066,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,27,3,7,2477.478,864.581,2330.961,718.064,2623.994,1011.097,293.033,0.0265,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,28,3,8,2857.978,870.922,2711.461,724.406,3004.494,1017.439,293.033,0.0148,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,29,3,9,3217.339,873.036,3070.823,726.52,3363.855,1019.552,293.033,0.0504,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,30,3,10,3608.408,873.036,3461.892,726.52,3754.925,1019.552,293.033,0.0175,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,31,4,1,183.908,1194.347,37.392,1047.831,330.425,1340.864,293.033,0.0215,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,32,4,2,562.294,1194.347,415.778,1047.831,708.811,1340.864,293.033,0.0275,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,33,4,3,997.756,1194.347,851.239,1047.831,1144.272,1340.864,293.033,0.1419,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,34,4,4,1367.686,1202.803,1221.17,1056.286,1514.202,1349.319,293.033,0.1119,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,35,4,5,1710.136,1198.575,1563.62,1052.059,1856.652,1345.091,293.033,0.009,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,36,4,6,2094.864,1198.575,1948.348,1052.059,2241.38,1345.091,293.033,0.0085,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,37,4,7,2477.478,1196.461,2330.961,1049.945,2623.994,1342.977,293.033,0.0146,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,38,4,8,2855.864,1196.461,2709.348,1049.945,3002.38,1342.977,293.033,0.0096,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,39,4,9,3230.022,1200.689,3083.506,1054.173,3376.539,1347.205,293.033,0.0124,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,40,4,10,3599.953,1198.575,3453.436,1052.059,3746.469,1345.091,293.033,0.0427,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,41,5,1,181.794,1517.772,35.278,1371.256,328.311,1664.289,293.033,0.0281,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,42,5,2,562.294,1519.886,415.778,1373.37,708.811,1666.402,293.033,0.0268,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,43,5,3,944.908,1517.772,798.392,1371.256,1091.425,1664.289,293.033,0.0222,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,44,5,4,1327.522,1524.114,1181.006,1377.598,1474.039,1670.63,293.033,0.0149,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,45,5,5,1716.478,1526.228,1569.961,1379.711,1862.994,1672.744,293.033,0.0187,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,46,5,6,2096.978,1526.228,1950.461,1379.711,2243.494,1672.744,293.033,0.018,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,47,5,7,2479.592,1526.228,2333.075,1379.711,2626.108,1672.744,293.033,0.0233,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,48,5,8,2860.092,1517.772,2713.575,1371.256,3006.608,1664.289,293.033,0.0285,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,49,5,9,3236.364,1524.114,3089.848,1377.598,3382.88,1670.63,293.033,0.0094,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,50,5,10,3616.864,1524.114,3470.348,1377.598,3763.38,1670.63,293.033,0.0101,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,51,6,1,186.022,1834.856,39.506,1688.339,332.539,1981.372,293.033,0.0356,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,52,6,2,551.725,1841.197,405.209,1694.681,698.241,1987.714,293.033,0.0604,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,53,6,3,940.681,1849.653,794.164,1703.136,1087.197,1996.169,293.033,0.0333,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,54,6,4,1342.319,1870.792,1195.803,1724.275,1488.836,2017.308,293.033,0.0799,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,55,6,5,1714.364,1849.653,1567.848,1703.136,1860.88,1996.169,293.033,0.01,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,56,6,6,2094.864,1853.881,1948.348,1707.364,2241.38,2000.397,293.033,0.0193,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,57,6,7,2471.136,1847.539,2324.62,1701.023,2617.652,1994.055,293.033,0.0055,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,58,6,8,2855.864,1845.425,2709.348,1698.909,3002.38,1991.941,293.033,0.0153,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,59,6,9,3240.592,1845.425,3094.075,1698.909,3387.108,1991.941,293.033,0.0268,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,60,6,10,3610.522,1836.969,3464.006,1690.453,3757.039,1983.486,293.033,0.0421,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,61,7,1,186.022,2170.964,39.506,2024.448,332.539,2317.48,293.033,0.0129,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,62,7,2,562.294,2173.078,415.778,2026.561,708.811,2319.594,293.033,0.0257,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,63,7,3,953.364,2177.306,806.848,2030.789,1099.88,2323.822,293.033,0.0173,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,64,7,4,1325.408,2179.419,1178.892,2032.903,1471.925,2325.936,293.033,0.0271,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,65,7,5,1708.022,2185.761,1561.506,2039.245,1854.539,2332.277,293.033,0.0398,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,66,7,6,2094.864,2183.647,1948.348,2037.131,2241.38,2330.164,293.033,0.0315,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,67,7,7,2479.592,2179.419,2333.075,2032.903,2626.108,2325.936,293.033,0.0275,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,68,7,8,2855.864,2173.078,2709.348,2026.561,3002.38,2319.594,293.033,0.0117,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,69,7,9,3232.136,2164.622,3085.62,2018.106,3378.652,2311.139,293.033,0.0333,direct_cup_evidence,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,70,7,10,3599.953,2158.281,3453.436,2011.764,3746.469,2304.797,293.033,0.0678,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,1,1,1,183.228,232.231,36.164,85.167,330.291,379.294,294.127,0.0041,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,2,1,2,560.336,236.492,413.273,89.428,707.4,383.555,294.127,0.0217,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,3,1,3,943.836,232.231,796.773,85.167,1090.9,379.294,294.127,0.0101,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,4,1,4,1325.206,225.839,1178.142,78.775,1472.269,372.902,294.127,0.0223,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,5,1,5,1708.706,227.969,1561.642,80.906,1855.769,375.033,294.127,0.0143,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,6,1,6,2092.206,227.969,1945.142,80.906,2239.269,375.033,294.127,0.0148,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,7,1,7,2477.836,227.969,2330.773,80.906,2624.9,375.033,294.127,0.0223,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,8,1,8,2859.206,234.361,2712.142,87.298,3006.269,381.425,294.127,0.0173,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,9,1,9,3240.575,236.492,3093.511,89.428,3387.639,383.555,294.127,0.0198,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,10,1,10,3607.031,227.969,3459.967,80.906,3754.094,375.033,294.127,0.0329,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,11,2,1,189.619,553.944,42.556,406.881,336.683,701.008,294.127,0.0162,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,12,2,2,560.336,558.206,413.273,411.142,707.4,705.269,294.127,0.0251,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,13,2,3,943.836,558.206,796.773,411.142,1090.9,705.269,294.127,0.0185,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,14,2,4,1331.597,560.336,1184.534,413.273,1478.661,707.4,294.127,0.0039,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,15,2,5,1715.097,558.206,1568.034,411.142,1862.161,705.269,294.127,0.0087,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,16,2,6,2098.597,560.336,1951.534,413.273,2245.661,707.4,294.127,0.015,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,17,2,7,2482.097,560.336,2335.034,413.273,2629.161,707.4,294.127,0.0215,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,18,2,8,2861.336,564.597,2714.273,417.534,3008.4,711.661,294.127,0.021,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,19,2,9,3238.444,558.206,3091.381,411.142,3385.508,705.269,294.127,0.0058,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,20,2,10,3621.944,564.597,3474.881,417.534,3769.008,711.661,294.127,0.0163,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,21,3,1,193.881,884.181,46.817,737.117,340.944,1031.244,294.127,0.0128,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,22,3,2,564.597,886.311,417.534,739.248,711.661,1033.375,294.127,0.0203,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,23,3,3,954.489,886.311,807.425,739.248,1101.552,1033.375,294.127,0.0063,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,24,3,4,1346.511,896.964,1199.448,749.9,1493.575,1044.027,294.127,0.0514,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,25,3,5,1715.097,888.442,1568.034,741.378,1862.161,1035.505,294.127,0.0071,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,26,3,6,2094.336,892.703,1947.273,745.639,2241.4,1039.766,294.127,0.0207,direct_cup_evidence,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,27,3,7,2484.228,890.572,2337.164,743.509,2631.291,1037.636,294.127,0.0234,direct_cup_evidence,No
