day_order,day,tray,tray_no,capture_id,cell_id,row,column,x,y,square_x0,square_y0,square_x1,square_y1,square_side,grid_error,coordinate_source,needs_review
1,Day 1,Tray 1,1,DJI_20260618124632_0008,22,3,2,212.05,327.547,158.965,274.463,265.134,380.632,106.169,0.0097,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,23,3,3,349.198,327.132,296.113,274.047,402.282,380.216,106.169,0.0181,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,24,3,4,486.346,326.716,433.261,273.632,539.43,379.801,106.169,0.0227,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,25,3,5,623.494,326.301,570.409,273.216,676.578,379.385,106.169,0.022,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,26,3,6,760.642,325.885,707.557,272.801,813.726,378.97,106.169,0.0158,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,27,3,7,897.79,325.469,844.705,272.385,950.874,378.554,106.169,0.0146,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,28,3,8,1034.938,325.054,981.854,271.969,1088.022,378.138,106.169,0.0007,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,29,3,9,1172.086,324.638,1119.002,271.554,1225.171,377.723,106.169,0.0165,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,30,3,10,1309.234,324.223,1256.15,271.138,1362.319,377.307,106.169,0.0152,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,31,4,1,75.434,445.927,22.349,392.843,128.518,499.012,106.169,0.0316,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,32,4,2,212.582,445.512,159.497,392.427,265.666,498.596,106.169,0.0064,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,33,4,3,349.73,445.096,296.645,392.012,402.814,498.181,106.169,0.0098,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,34,4,4,486.878,444.681,433.793,391.596,539.962,497.765,106.169,0.1028,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,35,4,5,624.026,444.265,570.942,391.18,677.11,497.349,106.169,0.0264,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,36,4,6,761.174,443.849,708.09,390.765,814.258,496.934,106.169,0.0242,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,37,4,7,898.322,443.434,845.238,390.349,951.407,496.518,106.169,0.0165,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,38,4,8,1035.47,443.018,982.386,389.934,1088.555,496.103,106.169,0.0212,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,39,4,9,1172.618,442.603,1119.534,389.518,1225.703,495.687,106.169,0.0461,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,40,4,10,1309.766,442.187,1256.682,389.103,1362.851,495.271,106.169,0.0533,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,41,5,1,75.966,563.892,22.881,510.807,129.05,616.976,106.169,0.035,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,42,5,2,213.114,563.476,160.029,510.392,266.198,616.56,106.169,0.0085,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,43,5,3,350.262,563.06,297.178,509.976,403.346,616.145,106.169,0.0232,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,44,5,4,487.41,562.645,434.326,509.56,540.495,615.729,106.169,0.0065,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,45,5,5,624.558,562.229,571.474,509.145,677.643,615.314,106.169,0.1213,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,46,5,6,761.706,561.814,708.622,508.729,814.791,614.898,106.169,0.023,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,47,5,7,898.854,561.398,845.77,508.314,951.939,614.483,106.169,0.0316,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,48,5,8,1036.002,560.982,982.918,507.898,1089.087,614.067,106.169,0.0121,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,49,5,9,1173.15,560.567,1120.066,507.482,1226.235,613.651,106.169,0.0141,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,50,5,10,1310.298,560.151,1257.214,507.067,1363.383,613.236,106.169,0.024,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,51,6,1,76.498,681.856,23.414,628.771,129.583,734.94,106.169,0.0905,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,52,6,2,213.646,681.44,160.562,628.356,266.731,734.525,106.169,0.0209,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,53,6,3,350.794,681.025,297.71,627.94,403.879,734.109,106.169,0.0089,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,54,6,4,487.942,680.609,434.858,627.525,541.027,733.694,106.169,0.0464,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,55,6,5,625.09,680.194,572.006,627.109,678.175,733.278,106.169,0.0234,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,56,6,6,762.238,679.778,709.154,626.693,815.323,732.862,106.169,0.0191,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,57,6,7,899.386,679.362,846.302,626.278,952.471,732.447,106.169,0.0129,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,58,6,8,1036.534,678.947,983.45,625.862,1089.619,732.031,106.169,0.0217,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,59,6,9,1173.682,678.531,1120.598,625.447,1226.767,731.616,106.169,0.0672,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,60,6,10,1310.831,678.116,1257.746,625.031,1363.915,731.2,106.169,0.0282,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,61,7,1,77.03,799.82,23.946,746.736,130.115,852.905,106.169,0.0587,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,62,7,2,214.178,799.405,161.094,746.32,267.263,852.489,106.169,0.038,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,63,7,3,351.326,798.989,298.242,745.904,404.411,852.073,106.169,0.0178,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,64,7,4,488.474,798.573,435.39,745.489,541.559,851.658,106.169,0.0139,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,65,7,5,625.622,798.158,572.538,745.073,678.707,851.242,106.169,0.0747,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,66,7,6,762.77,797.742,709.686,744.658,815.855,850.827,106.169,0.0352,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,67,7,7,899.919,797.327,846.834,744.242,953.003,850.411,106.169,0.1184,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,68,7,8,1037.067,796.911,983.982,743.827,1090.151,849.996,106.169,0.0791,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,69,7,9,1174.215,796.495,1121.13,743.411,1227.299,849.58,106.169,0.0236,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,70,7,10,1311.363,796.08,1258.278,742.995,1364.447,849.164,106.169,0.0329,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,1,1,1,65.405,84.142,12.451,31.187,118.36,137.096,105.909,0.0501,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,2,1,2,201.382,83.535,148.427,30.581,254.336,136.49,105.909,0.0185,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,3,1,3,337.358,82.929,284.404,29.975,390.313,135.884,105.909,0.0085,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,4,1,4,473.335,82.323,420.381,29.369,526.289,135.278,105.909,0.0422,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,5,1,5,609.312,81.717,556.357,28.763,662.266,134.672,105.909,0.0114,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,6,1,6,745.288,81.111,692.334,28.157,798.243,134.066,105.909,0.0026,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,7,1,7,881.265,80.505,828.311,27.551,934.219,133.46,105.909,0.0355,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,8,1,8,1017.242,79.899,964.287,26.945,1070.196,132.854,105.909,0.0205,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,9,1,9,1153.218,79.293,1100.264,26.339,1206.173,132.247,105.909,0.0391,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,10,1,10,1289.195,78.687,1236.24,25.733,1342.149,131.641,105.909,0.0324,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,11,2,1,66.491,201.813,13.537,148.859,119.445,254.767,105.909,0.0403,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,12,2,2,202.468,201.207,149.513,148.253,255.422,254.161,105.909,0.0078,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,13,2,3,338.444,200.601,285.49,147.646,391.399,253.555,105.909,0.0894,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,14,2,4,474.421,199.995,421.466,147.04,527.375,252.949,105.909,0.0148,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,15,2,5,610.397,199.389,557.443,146.434,663.352,252.343,105.909,0.0123,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,16,2,6,746.374,198.783,693.42,145.828,799.328,251.737,105.909,0.0191,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,17,2,7,882.351,198.177,829.396,145.222,935.305,251.131,105.909,0.0272,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,18,2,8,1018.327,197.571,965.373,144.616,1071.282,250.525,105.909,0.0056,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,19,2,9,1154.304,196.965,1101.349,144.01,1207.258,249.919,105.909,0.0341,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,20,2,10,1290.281,196.358,1237.326,143.404,1343.235,249.313,105.909,0.0417,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,21,3,1,67.577,319.484,14.622,266.53,120.531,372.439,105.909,0.0294,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,22,3,2,203.553,318.878,150.599,265.924,256.508,371.833,105.909,0.0882,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,23,3,3,339.53,318.272,286.575,265.318,392.484,371.227,105.909,0.0076,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,24,3,4,475.506,317.666,422.552,264.712,528.461,370.621,105.909,0.0148,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,25,3,5,611.483,317.06,558.529,264.106,664.438,370.015,105.909,0.0613,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,26,3,6,747.46,316.454,694.505,263.5,800.414,369.409,105.909,0.0243,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,27,3,7,883.436,315.848,830.482,262.894,936.391,368.802,105.909,0.0161,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,28,3,8,1019.413,315.242,966.459,262.288,1072.367,368.196,105.909,0.0122,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,29,3,9,1155.39,314.636,1102.435,261.682,1208.344,367.59,105.909,0.0063,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,30,3,10,1291.366,314.03,1238.412,261.075,1344.321,366.984,105.909,0.0139,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,31,4,1,68.662,437.156,15.708,384.201,121.617,490.11,105.909,0.0381,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,32,4,2,204.639,436.55,151.685,383.595,257.593,489.504,105.909,0.0125,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,33,4,3,340.616,435.944,287.661,382.989,393.57,488.898,105.909,0.0096,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,34,4,4,476.592,435.338,423.638,382.383,529.547,488.292,105.909,0.0177,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,35,4,5,612.569,434.732,559.614,381.777,665.523,487.686,105.909,0.0227,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,36,4,6,748.545,434.126,695.591,381.171,801.5,487.08,105.909,0.0132,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,37,4,7,884.522,433.519,831.568,380.565,937.476,486.474,105.909,0.0063,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,38,4,8,1020.499,432.913,967.544,379.959,1073.453,485.868,105.909,0.0801,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,39,4,9,1156.475,432.307,1103.521,379.353,1209.43,485.262,105.909,0.012,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,40,4,10,1292.452,431.701,1239.498,378.747,1345.406,484.656,105.909,0.0452,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,41,5,1,69.748,554.827,16.794,501.873,122.702,607.782,105.909,0.0536,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,42,5,2,205.725,554.221,152.77,501.267,258.679,607.176,105.909,0.0254,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,43,5,3,341.701,553.615,288.747,500.661,394.656,606.57,105.909,0.0364,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,44,5,4,477.678,553.009,424.724,500.055,530.632,605.963,105.909,0.0701,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,45,5,5,613.655,552.403,560.7,499.449,666.609,605.357,105.909,0.062,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,46,5,6,749.631,551.797,696.677,498.843,802.586,604.751,105.909,0.0172,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,47,5,7,885.608,551.191,832.653,498.237,938.562,604.145,105.909,0.0392,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,48,5,8,1021.584,550.585,968.63,497.63,1074.539,603.539,105.909,0.0061,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,49,5,9,1157.561,549.979,1104.607,497.024,1210.515,602.933,105.909,0.0207,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,50,5,10,1293.538,549.373,1240.583,496.418,1346.492,602.327,105.909,0.0357,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,51,6,1,70.834,672.499,17.879,619.544,123.788,725.453,105.909,0.0376,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,52,6,2,206.81,671.893,153.856,618.938,259.765,724.847,105.909,0.0102,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,53,6,3,342.787,671.287,289.833,618.332,395.741,724.241,105.909,0.0218,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,54,6,4,478.764,670.681,425.809,617.726,531.718,723.635,105.909,0.0161,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,55,6,5,614.74,670.074,561.786,617.12,667.695,723.029,105.909,0.0213,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,56,6,6,750.717,669.468,697.762,616.514,803.671,722.423,105.909,0.0487,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,57,6,7,886.694,668.862,833.739,615.908,939.648,721.817,105.909,0.006,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,58,6,8,1022.67,668.256,969.716,615.302,1075.625,721.211,105.909,0.0186,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,59,6,9,1158.647,667.65,1105.692,614.696,1211.601,720.605,105.909,0.0307,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,60,6,10,1294.623,667.044,1241.669,614.09,1347.578,719.999,105.909,0.0548,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,61,7,1,71.919,790.17,18.965,737.216,124.874,843.125,105.909,0.0376,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,62,7,2,207.896,789.564,154.942,736.61,260.851,842.518,105.909,0.0268,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,63,7,3,343.873,788.958,290.918,736.004,396.827,841.912,105.909,0.0422,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,64,7,4,479.849,788.352,426.895,735.398,532.804,841.306,105.909,0.016,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,65,7,5,615.826,787.746,562.872,734.791,668.78,840.7,105.909,0.1115,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,66,7,6,751.803,787.14,698.848,734.185,804.757,840.094,105.909,0.0286,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,67,7,7,887.779,786.534,834.825,733.579,940.734,839.488,105.909,0.0345,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,68,7,8,1023.756,785.928,970.801,732.973,1076.71,838.882,105.909,0.0282,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,69,7,9,1159.732,785.322,1106.778,732.367,1212.687,838.276,105.909,0.0367,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,70,7,10,1295.709,784.716,1242.755,731.761,1348.663,837.67,105.909,0.0413,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,1,1,1,73.041,80.798,20.614,28.371,125.468,133.226,104.854,0.0175,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,2,1,2,209.312,81.203,156.885,28.775,261.739,133.63,104.854,0.0231,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,3,1,3,345.583,81.607,293.156,29.18,398.01,134.034,104.854,0.0293,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,4,1,4,481.854,82.011,429.427,29.584,534.281,134.439,104.854,0.0114,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,5,1,5,618.125,82.416,565.698,29.988,670.552,134.843,104.854,0.0271,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,6,1,6,754.396,82.82,701.969,30.393,806.823,135.247,104.854,0.0244,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,7,1,7,890.667,83.224,838.24,30.797,943.094,135.652,104.854,0.012,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,8,1,8,1026.938,83.629,974.511,31.201,1079.365,136.056,104.854,0.0175,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,9,1,9,1163.209,84.033,1110.782,31.606,1215.636,136.46,104.854,0.0254,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,10,1,10,1299.48,84.437,1247.053,32.01,1351.907,136.865,104.854,0.0185,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,11,2,1,72.473,197.302,20.046,144.875,124.901,249.729,104.854,0.0196,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,12,2,2,208.744,197.706,156.317,145.279,261.172,250.134,104.854,0.0148,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,13,2,3,345.015,198.111,292.588,145.683,397.443,250.538,104.854,0.0095,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,14,2,4,481.286,198.515,428.859,146.088,533.714,250.942,104.854,0.0863,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,15,2,5,617.557,198.919,565.13,146.492,669.985,251.346,104.854,0.0048,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,16,2,6,753.828,199.324,701.401,146.896,806.256,251.751,104.854,0.0031,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,17,2,7,890.099,199.728,837.672,147.301,942.527,252.155,104.854,0.0081,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,18,2,8,1026.37,200.132,973.943,147.705,1078.798,252.559,104.854,0.0111,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,19,2,9,1162.641,200.537,1110.214,148.109,1215.069,252.964,104.854,0.0262,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,20,2,10,1298.912,200.941,1246.485,148.514,1351.34,253.368,104.854,0.0081,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 3,3,DJI_20260618124235_0004,21,3,1,71.906,313.806,19.478,261.378,124.333,366.233,104.854,0.0351,ms_nir_circle_supported_lattice,No
